platform,id,title,owner,bounds,memoryUsage,label
windows,297269,LoFi Hip Hop Beats to Relax/Study To - YouTube - Mozilla Firefox,"{'processId': 33675, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",362369672,work
windows,882742,The Stranglers - Golden Brown - YouTube - Microsoft Edge,"{'processId': 15191, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",309745540,distraction
windows,256237,AI Will Change The World - YouTube - Microsoft Edge,"{'processId': 29227, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",435052590,distraction
windows,205051,Top 10 Fails of 16 - YouTube - Google Chrome,"{'processId': 24636, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",415780422,distraction
windows,714458,GTA 6 Gameplay Leaks - YouTube - Mozilla Firefox,"{'processId': 49228, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",320432821,distraction
windows,753938,Learn Python in 10 Minutes - YouTube - Microsoft Edge,"{'processId': 44294, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",350481838,work
windows,722980,How to Cook the Perfect Steak - YouTube - Mozilla Firefox,"{'processId': 9811, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",418532550,distraction
windows,429138,Productivity Tips for Students - YouTube - Opera GX Internet Browser,"{'processId': 5433, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",251691592,distraction
windows,726429,GTA 6 Gameplay Leaks - YouTube - Mozilla Firefox,"{'processId': 47294, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",367124527,distraction
windows,770741,Best Budget Laptops 41 - YouTube - Google Chrome,"{'processId': 43831, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",466931754,distraction
windows,654645,Epic Minecraft Let's Play - Part 38 - YouTube - Opera GX Internet Browser,"{'processId': 34339, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",400945359,distraction
windows,870670,ReactJS Crash Course - YouTube - Microsoft Edge,"{'processId': 40875, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",336265473,distraction
windows,155629,Extreme Weather Documentary - YouTube - Google Chrome,"{'processId': 19559, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",392772138,distraction
windows,812319,Unreal Engine 5 Beginner Tutorial - YouTube - Google Chrome,"{'processId': 45517, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",217881491,distraction
windows,300696,AI Will Change The World - YouTube - Opera GX Internet Browser,"{'processId': 30157, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",356242880,distraction
windows,535499,Productivity Tips for Students - YouTube - Mozilla Firefox,"{'processId': 17715, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",342966599,distraction
windows,266130,ReactJS Crash Course - YouTube - Opera GX Internet Browser,"{'processId': 10278, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",243547470,distraction
windows,227668,The Ultimate Guide to Cybersecurity - YouTube - Microsoft Edge,"{'processId': 40886, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",311299241,distraction
windows,566237,Productivity Tips for Students - YouTube - Mozilla Firefox,"{'processId': 46018, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",457277352,distraction
windows,209245,Top 10 Fails of 21 - YouTube - Opera GX Internet Browser,"{'processId': 38850, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",235913279,distraction
windows,638493,History of the Roman Empire - YouTube - Mozilla Firefox,"{'processId': 3882, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",441407483,distraction
windows,992490,Epic Minecraft Let's Play - Part 8 - YouTube - Mozilla Firefox,"{'processId': 10381, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",409436808,distraction
windows,160315,Epic Minecraft Let's Play - Part 13 - YouTube - Mozilla Firefox,"{'processId': 26580, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",224669088,distraction
windows,621946,ReactJS Crash Course - YouTube - Microsoft Edge,"{'processId': 18456, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",207878627,distraction
windows,228069,Rust Programming Tutorial - YouTube - Mozilla Firefox,"{'processId': 3437, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",359123577,distraction
windows,354654,ReactJS Crash Course - YouTube - Opera GX Internet Browser,"{'processId': 43874, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",314194227,distraction
windows,926971,Unreal Engine 5 Beginner Tutorial - YouTube - Microsoft Edge,"{'processId': 35167, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",279281008,distraction
windows,910906,The Ultimate Guide to Cybersecurity - YouTube - Opera GX Internet Browser,"{'processId': 10508, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",465511987,distraction
windows,308844,How to Cook the Perfect Steak - YouTube - Opera GX Internet Browser,"{'processId': 36896, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",230930532,work
windows,859317,The Science of Black Holes - YouTube - Mozilla Firefox,"{'processId': 41432, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",387706047,distraction
windows,625001,Epic Minecraft Let's Play - Part 18 - YouTube - Google Chrome,"{'processId': 20755, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",447021769,work
windows,525928,Unreal Engine 5 Beginner Tutorial - YouTube - Opera GX Internet Browser,"{'processId': 24306, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",208108113,work
windows,527724,Learn Python in 10 Minutes - YouTube - Google Chrome,"{'processId': 47760, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",323838562,distraction
windows,229095,Best Budget Laptops 5 - YouTube - Mozilla Firefox,"{'processId': 40217, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",441546235,distraction
windows,215769,Extreme Weather Documentary - YouTube - Mozilla Firefox,"{'processId': 37439, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",341336908,distraction
windows,866964,Trackmania World Record Run 44 - YouTube - Microsoft Edge,"{'processId': 3595, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",249841700,distraction
windows,319693,Epic Minecraft Let's Play - Part 16 - YouTube - Microsoft Edge,"{'processId': 49286, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",236316187,distraction
windows,458361,ReactJS Crash Course - YouTube - Mozilla Firefox,"{'processId': 46310, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",435587934,distraction
windows,748649,Chess Grandmaster Tricks - YouTube - Mozilla Firefox,"{'processId': 10506, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",407244476,distraction
windows,217978,The Stranglers - Golden Brown - YouTube - Google Chrome,"{'processId': 38891, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",324854836,distraction
windows,377733,Productivity Tips for Students - YouTube - Google Chrome,"{'processId': 35645, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",228308681,distraction
windows,419114,AI Will Change The World - YouTube - Opera GX Internet Browser,"{'processId': 28671, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",335105276,distraction
windows,116230,ReactJS Crash Course - YouTube - Microsoft Edge,"{'processId': 12575, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",321296715,distraction
windows,796342,Unreal Engine 5 Beginner Tutorial - YouTube - Mozilla Firefox,"{'processId': 32080, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",369218012,work
windows,781924,AI Will Change The World - YouTube - Microsoft Edge,"{'processId': 2359, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",412116616,work
windows,307646,Epic Minecraft Let's Play - Part 11 - YouTube - Google Chrome,"{'processId': 29234, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",495621522,distraction
windows,582360,The Science of Black Holes - YouTube - Mozilla Firefox,"{'processId': 5563, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",236796920,work
windows,706125,Productivity Tips for Students - YouTube - Microsoft Edge,"{'processId': 6720, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",411748573,distraction
windows,197755,Best Budget Laptops 20 - YouTube - Opera GX Internet Browser,"{'processId': 10047, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",385503068,distraction
windows,811995,Top 10 Fails of 45 - YouTube - Opera GX Internet Browser,"{'processId': 12320, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",266753286,distraction
windows,754051,AI Will Change The World - YouTube - Microsoft Edge,"{'processId': 46491, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",217511309,distraction
windows,843761,Learn Python in 10 Minutes - YouTube - Microsoft Edge,"{'processId': 42029, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",416060324,distraction
windows,268375,Productivity Tips for Students - YouTube - Google Chrome,"{'processId': 40719, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",445482299,distraction
windows,437780,The Science of Black Holes - YouTube - Microsoft Edge,"{'processId': 33301, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",388934563,distraction
windows,244990,Best Budget Laptops 39 - YouTube - Microsoft Edge,"{'processId': 13226, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",335659032,distraction
windows,797285,The Ultimate Guide to Cybersecurity - YouTube - Microsoft Edge,"{'processId': 39449, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",482213333,distraction
windows,631158,History of the Roman Empire - YouTube - Mozilla Firefox,"{'processId': 9450, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",276326402,distraction
windows,652218,Unreal Engine 5 Beginner Tutorial - YouTube - Opera GX Internet Browser,"{'processId': 18493, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",271853012,distraction
windows,181025,The Science of Black Holes - YouTube - Opera GX Internet Browser,"{'processId': 36166, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",377837091,distraction
windows,613191,Epic Minecraft Let's Play - Part 6 - YouTube - Microsoft Edge,"{'processId': 49319, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",273999342,distraction
windows,476174,Unreal Engine 5 Beginner Tutorial - YouTube - Opera GX Internet Browser,"{'processId': 36237, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",431319542,distraction
windows,416305,Chess Grandmaster Tricks - YouTube - Mozilla Firefox,"{'processId': 43763, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",418577333,distraction
windows,794058,History of the Roman Empire - YouTube - Google Chrome,"{'processId': 4249, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",390123122,distraction
windows,398889,Learn Python in 10 Minutes - YouTube - Microsoft Edge,"{'processId': 25075, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",213761098,distraction
windows,483514,History of the Roman Empire - YouTube - Microsoft Edge,"{'processId': 47611, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",220336730,distraction
windows,638020,ReactJS Crash Course - YouTube - Microsoft Edge,"{'processId': 31838, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",488143089,distraction
windows,967973,Trackmania World Record Run 4 - YouTube - Google Chrome,"{'processId': 36633, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",301111665,distraction
windows,283221,Productivity Tips for Students - YouTube - Microsoft Edge,"{'processId': 33550, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",340703211,distraction
windows,610113,ReactJS Crash Course - YouTube - Mozilla Firefox,"{'processId': 38760, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",217519360,distraction
windows,630799,The Science of Black Holes - YouTube - Microsoft Edge,"{'processId': 4092, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",381792551,distraction
windows,700595,Productivity Tips for Students - YouTube - Mozilla Firefox,"{'processId': 43599, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",258351273,distraction
